"country_usa","country_canada","country_mexico","country_total","pcs_indigenous","pcs_poc","pcs_students","pcs_women","pcs_repression","pcs_regime","pcs_innovative","pcs_class","pcs_local","pcs_total","opp_nv","methods_unique_ct","methods_nvprotest","methods_social","methods_boycotts","methods_strikes","methods_political","methods_nvintervention","methods_other","methods_1_ct","methods_2_ct","methods_3_ct","methods_4_ct","methods_5_ct","methods_6_ct","methods_addl_ct","segment_length_days","had_partners","had_allies","had_social_elites","had_campaigner_violence","had_repressive_violence","cluster_democracy","cluster_economic","cluster_environment","cluster_humanrights","cluster_ethnicidentity","cluster_peace","cluster_total","class_change","class_defense","class_intervention","class_total","groups","success_goal","success_survival","success_growth","success_total","success_above_avg"
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,1,1,2,0,0,2,0,60.84,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,2,0
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,6,0,0,2,0,2,0,1,0,0,4,7,3,0,4,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,8,0,1,0,0,1,0,6,4,4,4,4,4,2,3,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,4,1,2,7,1
1,0,0,1,0,1,1,0,1,0,0,0,0,3,0,13,9,1,1,0,0,2,0,2,1,2,2,3,11,0,45.5,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,4,1,1,3,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,5,1,6,6,0,60.84,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,6,1,2,9,1
1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,10,9,0,0,0,0,1,0,5,3,7,3,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,2,1,2,5,0
1,0,0,1,0,1,1,0,0,0,0,1,0,3,0,9,7,0,1,0,0,1,0,1,5,6,7,6,2,0,30.42,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,6,1,2,9,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9,4,0,0,0,1,4,0,3,2,2,4,2,6,1,1.5,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,2,3,0
1,0,0,1,0,1,1,0,1,0,0,0,0,3,1,6,5,0,0,0,0,1,0,3,3,2,2,3,1,0,1.5,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,3,0
1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,4,3,1,0,0,0,0,0,2,1,1,2,3,1,0,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,2,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,3,1,2,6,0
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8,6,0,0,2,0,0,0,8,4,3,3,3,3,2,10,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,3,4,0
1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,35,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,5,1,2,8,1
1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,5,3,0,1,0,0,1,0,2,2,3,4,2,1,0,30.42,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,6,1,3,10,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,2,1,1,1,0,0.0833333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,1,0,2,1,2,2,3,1,0,6,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,3,1,3,7,1
1,0,0,1,0,0,1,0,0,0,0,1,1,3,0,18,16,0,0,0,1,1,0,7,2,4,11,0,2,0,60.84,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0.5,2,2.5,0
1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,5,3,0,0,0,0,2,0,3,4,0,0,0,0,0,30.42,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,1,6,1,2,9,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,9,8,0,0,0,0,1,0,1,0,4,7,5,1,0,35,1,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,4,6,1,3,10,1
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,1,0,0,365,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,2,3,1,2,6,0
1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,6,4,0,0,0,0,2,0,5,4,0,0,0,0,0,45.63,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,2,6,1,2,9,1
1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,0,0,2,0,2,1,1,1,1,3,0,18,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,6,1,2,9,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,1,0,0,0,2,3,3,3,2,2,0,17.5,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,2,6,1,2,9,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,2,2,1,2,4,0,182.52,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2,4,1,3,8,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,2,0,0,0,2,2,60.84,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,6,1,1,8,1
1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,7,3,1,0,0,2,1,0,3,2,3,4,3,1,1,243.36,1,1,0,1,1,0,1,0,1,0,0,2,1,0,0,1,2,2,1,3,6,0
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,7,0,0,0,0,0,0,1,1,1,1,2,4,1,304.2,0,1,1,0,0,0,0,1,1,0,0,2,0,1,0,1,2,6,1,3,10,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,8,0,0,0,0,1,0,1,1,3,2,4,3,0,33,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,5,1,2,8,1
1,0,0,1,0,1,1,0,0,0,0,0,1,3,1,7,5,2,0,0,0,0,0,2,3,4,3,2,1,0,4,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,3,1,1,5,0
1,0,0,1,0,1,1,0,0,0,0,0,1,3,1,4,2,0,0,0,0,2,0,2,1,1,1,0,0,1,1.2,1,1,0,0,1,0,1,0,1,0,0,2,1,0,0,1,1,6,1,1,8,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,1,5,1,1,7,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,4,0.5,2,6.5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,1,1,1,1,1,0,20,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,9,6,2,0,0,0,1,0,5,1,0,7,0,9,0,10,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,3,0,1,2,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,4,2,1,1,1,1,14,1,1,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1,1,3,5,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,3,1,1,2,1,1,0,182.52,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2,4,0
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,7,0,0,0,2,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,3,6,0
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,1,2,0,0,0,2,0,60.84,1,1,1,0,0,0,1,0,1,0,0,2,0,1,0,1,1,2,1,2,5,0
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14,9,0,0,0,1,4,0,6,0,10,7,7,4,0,60.84,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,5,1,3,9,1
1,0,0,1,0,0,1,0,1,0,0,1,0,3,0,16,9,1,0,1,1,4,0,6,3,2,6,7,3,0,15,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,2,0,0.5,3,3.5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,10,4,0,0,0,3,3,0,2,2,2,2,2,4,7,167.31,0,0,0,0,0,1,0,1,1,1,0,4,0,1,0,1,2,3,1,1,5,0
1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,7,3,2,1,1,0,0,0,3,4,4,4,6,2,0,14,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,3,2,1,3,6,0
1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,5,3,0,0,2,0,0,0,3,2,2,2,4,3,0,76.05,1,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,2,5,1,3,9,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,2,2,2,2,3,0,0,0.333333333333333,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,4,1,1,6,0
1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,19,15,0,2,0,0,2,0,8,10,9,9,7,6,1,273.78,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,8,7,1,0,0,0,0,0,2,4,0,0,0,4,0,14,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,1,3,4,0
1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,14,8,0,0,0,1,5,0,11,3,0,6,6,5,0,121.68,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,3,5,0
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12,10,0,1,1,0,0,0,9,9,9,9,10,11,0,60.84,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,2,6,1,2,9,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,1,0,3,3,5,4,3,5,0,10,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,1,2,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,3,2,2,2,2,2,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,6,1,3,10,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,8,0,0,0,0,1,0,1,5,1,4,1,1,5,30.42,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,4,0,1,2,3,0
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,3,0,0,0,0,2,0,4,0,0,0,1,0,0,45.63,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,3,3,3,4,4,1,40,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,5,1,2,8,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,14,13,0,0,0,0,1,0,10,9,11,9,9,10,0,4.3,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,1,3,3,1,3,7,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,5,0,0,0,0,2,0,3,4,0,0,0,0,1,60.84,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4,1,2,7,1
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7,3,0,1,1,1,1,0,3,2,2,2,2,5,1,30.42,1,0,0,1,1,0,1,0,1,0,0,2,1,0,0,1,3,0,1,2,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,6,1,1,8,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,0,0,1,0,4,3,7,1,1,1,1,5,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4,6,1,3,10,1
1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,7,6,0,0,0,0,1,0,2,1,3,3,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,5,1,3,9,1
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,9,5,0,1,1,0,2,0,7,5,5,8,6,6,2,30,1,1,0,1,1,0,1,0,1,0,0,2,1,0,0,1,7,5,1,3,9,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,2,0,1,0,2,1,2,3,2,1,0,182.52,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,6,1,3,10,1
1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,8,6,0,0,2,0,0,0,1,1,2,4,2,2,0,24.5,1,1,1,0,1,0,1,0,1,0,0,2,1,0,0,1,1,4,1,3,8,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,14,8,1,1,0,0,4,0,2,4,4,3,3,0,0,13,1,1,1,1,1,0,1,0,1,0,0,2,1,0,0,1,5,0,1,3,4,0
1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0,1,1,0,3,1,6,3,0,2,0,365,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,6,1,2,9,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,1,2,0,0,0,1,0,1.16666666666667,1,1,0,1,1,0,1,0,1,0,0,2,1,0,0,1,3,1,1,3,5,0
1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,6,3,0,0,1,0,2,0,3,3,3,3,3,3,5,13,0,0,0,0,1,1,1,0,1,0,0,3,1,0,0,1,7,3,1,3,7,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8,6,0,0,0,0,2,0,1,1,1,1,1,1,6,30.42,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,2,3,0
1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,13,10,0,0,0,0,3,0,9,0,1,1,0,4,0,45.5,0,1,1,0,0,1,1,0,1,0,0,3,0,1,0,1,1,0,1,3,4,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,0,2,2,2,2,2,3,2,1,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,1,1,6,1,3,10,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,0,0,0,0,0,1,14,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,3,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,9,8,0,0,0,0,1,0,7,0,0,0,7,7,0,10,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,5,0,1,3,4,0
1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,9,7,0,1,0,0,1,0,5,0,0,2,2,0,2,121.68,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,4,1,3,8,1
1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,12,10,0,0,0,0,2,0,6,2,2,6,2,2,0,365,1,0,0,0,0,0,0,1,1,1,0,3,0,1,0,1,2,6,1,3,10,1
1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,10,7,0,2,0,0,1,0,4,6,6,7,6,5,1,243.36,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,2,5,1,3,9,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11,9,0,0,0,0,2,0,7,2,3,1,1,2,0,273.78,1,1,1,0,1,0,1,1,0,0,0,2,0,1,0,1,5,3,1,2,6,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,1,0,2,2,3,2,3,3,1,42,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,6,1,2,9,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,2,0,5,3,2,2,2,5,1,121.68,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,3,4,0
1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,7,7,0,0,0,0,0,0,5,5,1,1,1,4,0,273.78,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,5,1,3,9,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28,22,0,1,0,1,4,0,7,8,10,5,11,3,1,212.94,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,2,5,1,3,9,1
1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,9,7,0,0,0,0,2,0,8,0,0,5,0,1,0,121.68,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,1,1,1,1,3,0
1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,14,9,0,0,3,1,1,0,8,3,3,3,11,3,0,30.42,1,1,0,1,1,0,1,0,1,0,0,2,0,1,0,1,2,6,1,3,10,1
1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,13,12,0,0,0,0,1,0,5,4,2,9,9,1,0,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,5,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,1,2,3,0
1,0,0,2,0,0,0,0,1,0,1,1,0,3,0,22,16,1,2,0,1,2,0,11,21,4,5,4,4,0,121.68,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,7,2,0.5,3,5.5,0
1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,9,5,0,0,3,0,1,0,4,2,1,1,1,4,1,5,1,1,0,0,1,0,1,0,1,0,0,2,1,0,0,1,1,6,1,3,10,1
1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,8,6,0,0,0,2,0,0,2,1,4,1,3,1,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,4,6,1,3,10,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,0,1,0,0,6,6,6,1,0.166666666666667,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,4,1,1,6,0
1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,5,4,0,0,0,0,1,0,1,1,3,1,2,1,0,5,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,5,1,2,8,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,8,7,0,0,0,0,1,0,4,2,2,0,3,1,0,212.94,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,3,0,1,1,2,0
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,1,4,1,0,1,1,0,12,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8,6,0,0,1,0,1,0,2,0,0,0,7,2,0,76.05,1,1,1,0,1,0,1,0,1,0,0,2,1,0,0,1,2,3,1,3,7,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,6,0,0,0,0,0,0,2,0,0,2,1,0,3,11,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,1,2,3,0
1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,9,7,0,0,1,0,1,0,7,3,3,1,1,3,0,14,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,3,5,1,3,9,1
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,7,0,0,1,0,0,0,4,8,5,5,5,5,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,5,1,3,9,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10,7,1,0,0,1,1,0,9,2,3,3,3,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,6,1,3,10,1
1,1,0,11,0,0,0,0,0,0,0,1,0,1,0,17,14,0,3,0,0,0,0,8,9,8,10,9,9,8,365,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,6,1,3,10,1
1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,9,6,0,1,0,0,2,0,8,8,7,7,7,7,0,365,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,1,6,1,3,10,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10,9,0,0,0,0,1,0,2,3,4,1,1,2,0,60.84,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,2,4,1,3,8,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,4,0,1,0,1,1,0,4,3,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4,1,3,8,1
1,0,0,1,0,1,1,0,0,0,0,0,1,3,0,6,4,0,0,0,0,2,0,1,1,5,2,3,2,0,121.68,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,5,1,2,8,1
